City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,capinopolis,-18.6819,-49.5697,26.22,29,2.87,0,BR,1691066255
291,shanwei,22.782,115.3475,29.81,81,5.49,17,CN,1691066255
292,dudinka,69.4058,86.1778,19.36,45,7.7,12,RU,1691066256
293,tabou,4.423,-7.3528,26.06,77,4.84,91,CI,1691066256
294,napanee,44.2501,-76.9494,20.91,81,5.44,74,CA,1691066257
295,iranshahr,27.2025,60.6848,45.19,11,4.12,20,IR,1691066258
296,peniche,39.3558,-9.3811,24.6,64,10.28,0,PT,1691066258
297,yangambi,0.8102,24.4336,31.2,50,1.55,71,CD,1691066258
298,ola,59.5833,151.2833,16.19,85,2.38,100,RU,1691066258
299,fisterra,42.9049,-9.2629,22.08,68,8.76,2,ES,1691066259
300,bicas,-21.7253,-43.0594,22.09,49,1.77,0,BR,1691066259
301,divrigi,39.371,38.1137,33.21,20,5.68,2,TR,1691066260
302,quelimane,-17.8786,36.8883,24.97,53,4.12,75,MZ,1691066261
303,antsiranana,-12.2787,49.2917,28.42,51,4.12,40,MG,1691066133
304,ancud,-41.8697,-73.8203,4.04,78,0.91,14,CL,1691066261
305,manta,-0.95,-80.7333,23.89,83,3.58,75,EC,1691066261
306,bengkulu,-3.8004,102.2655,25.55,89,2.35,79,ID,1691065721
307,kalmunai,7.4167,81.8167,30.46,66,0.85,28,LK,1691066097
308,borovskoy,53.8,64.15,23.12,62,4.66,62,KZ,1691066262
309,mahoba,25.2833,79.8667,30.79,69,5.35,100,IN,1691066262
310,yemetsk,63.4721,41.7941,27.61,40,1.82,8,RU,1691066263
311,pangai,-19.8,-174.35,22.06,83,8.23,20,TO,1691066263
312,khandyga,62.6667,135.6,13.77,72,1.63,8,RU,1691066263
313,ressano garcia,-25.442,31.9913,20.97,42,2.08,79,MZ,1691066263
314,port antonio,18.18,-76.4612,30.0,73,3.01,96,JM,1691066264
315,dawson creek,55.7666,-120.2362,10.8,100,0.0,100,CA,1691066264
316,steinkjer,64.193,11.3851,16.52,59,1.48,48,NO,1691066265
317,murray bridge,-35.1167,139.2667,21.85,46,7.0,12,AU,1691066265
318,lihue,21.9789,-159.3672,26.77,78,6.17,40,US,1691066266
319,chehalis,46.662,-122.964,15.8,96,0.0,100,US,1691066266
320,cafayate,-26.073,-65.9761,18.38,43,2.91,1,AR,1691066266
321,padang,-0.9492,100.3543,29.03,85,1.69,97,ID,1691065834
322,noshiro,40.2039,140.0242,24.95,91,2.12,41,JP,1691066261
323,tofol,5.3248,163.0078,28.7,76,4.54,21,FM,1691066267
324,cole harbour,44.6724,-63.4751,21.21,74,1.54,20,CA,1691066267
325,yambio,4.5721,28.3955,28.09,64,1.55,99,SS,1691066267
326,mount isa,-20.7333,139.5,17.87,48,3.09,0,AU,1691066267
327,santa terezinha,-29.9002,-50.0904,17.63,93,4.73,100,BR,1691066268
328,wuhai,39.6647,106.8122,29.25,32,8.97,72,CN,1691066268
329,sibolga,1.7427,98.7792,25.96,85,1.11,100,ID,1691066268
330,kamaishi,39.2667,141.8833,24.4,94,4.18,10,JP,1691066145
331,jennings,38.7192,-90.2604,23.01,96,2.06,100,US,1691066269
332,kamina,-8.7386,24.9906,31.02,19,2.84,9,CD,1691066270
333,sosnovo-ozerskoye,52.5249,111.5418,14.8,79,2.16,100,RU,1691066270
334,villiers,-27.0303,28.6006,16.26,23,1.44,0,ZA,1691066270
335,shalqar,47.8333,59.6,33.61,20,6.24,3,KZ,1691066271
336,kokstad,-30.5472,29.4241,19.47,19,1.55,0,ZA,1691066271
337,mount pearl,47.5166,-52.7813,20.25,75,5.14,75,CA,1691066272
338,iqaluit,63.7506,-68.5145,5.85,87,2.06,75,CA,1691066272
339,mariinsk,56.2139,87.7472,23.66,69,2.38,22,RU,1691066272
340,minas de marcona,-15.2119,-75.1103,12.38,79,2.87,72,PE,1691066272
341,peace river,56.2501,-117.286,15.92,100,5.14,100,CA,1691066273
342,turpan,42.9333,89.1667,40.3,15,7.48,100,CN,1691066273
343,stjordalshalsen,63.4681,10.9262,19.95,68,4.63,40,NO,1691066273
344,ulsteinvik,62.3432,5.8487,19.39,87,4.17,80,NO,1691066274
345,cape canaveral,28.4058,-80.6048,30.6,75,4.12,0,US,1691066275
346,gizo,-8.103,156.8419,25.64,90,4.13,100,SB,1691066275
347,harper,4.375,-7.7169,26.46,75,4.77,90,LR,1691066275
348,chernyshevskiy,63.0128,112.4714,12.42,97,3.4,100,RU,1691066275
349,kurmuk,10.55,34.2833,25.14,80,1.69,100,SD,1691066276
350,ampanihy,-24.7,44.75,22.48,40,8.62,0,MG,1691066276
351,iron river,46.0927,-88.6423,20.42,80,3.67,9,US,1691066276
352,iskateley,67.6803,53.1512,27.74,43,2.43,0,RU,1691066277
353,tolanaro,-25.0319,46.9987,21.04,56,6.17,75,MG,1691066277
354,kragero,58.8693,9.4149,23.03,60,2.71,97,NO,1691066277
355,bennington,42.8781,-73.1968,19.72,75,1.54,0,US,1691066277
356,nibaliw central,16.1275,120.4027,26.36,90,1.87,99,PH,1691066278
357,enewetak,11.3474,162.3373,28.67,77,5.68,63,MH,1691066278
358,zayed city,24.3768,54.589,40.08,50,7.72,0,AE,1691066279
359,heroica caborca,30.7167,-112.15,30.16,41,0.19,0,MX,1691066279
360,bardai,11.65,7.2333,29.68,54,3.47,100,NG,1691066279
361,dolores,-36.3132,-57.6792,7.3,59,2.35,3,AR,1691066279
362,kyzyl,51.7,94.45,26.52,41,0.85,9,RU,1691066280
363,mirny,62.5353,113.9611,16.8,72,4.92,100,RU,1691066280
364,flying fish cove,-10.4217,105.6791,23.82,94,6.17,100,CX,1691066281
365,vuktyl,63.8567,57.3094,20.41,84,4.14,100,RU,1691066281
366,ada,43.4166,-116.1262,20.81,66,4.47,100,US,1691066281
367,saudarkrokur,65.7461,-19.6394,11.72,70,3.02,69,IS,1691066282
368,pierre,44.3683,-100.351,20.51,94,1.54,0,US,1691066282
369,reo,12.3167,-2.4667,33.06,46,3.21,12,BF,1691066282
370,tidjikja,18.5564,-11.4271,36.41,30,7.95,30,MR,1691066282
371,kruisfontein,-34.0033,24.7314,26.6,28,7.28,4,ZA,1691066283
372,palmas,-10.2128,-48.3603,29.93,42,4.12,0,BR,1691066284
373,el granada,37.5027,-122.4694,15.08,91,6.69,100,US,1691066284
374,watsa,3.0372,29.5355,27.79,51,1.98,97,CD,1691066284
375,hermanus,-34.4187,19.2345,20.45,49,1.53,0,ZA,1691066285
376,abuja,9.0574,7.4898,25.08,84,2.94,100,NG,1691066285
377,camana,-16.6228,-72.7111,17.52,76,1.63,19,PE,1691066285
378,qamdo,31.1667,97.2333,12.02,67,1.43,100,CN,1691066208
379,urangan,-25.3,152.9,19.06,64,6.56,6,AU,1691066286
380,brookings,44.3114,-96.7984,20.21,98,0.0,40,US,1691066287
381,twon-brass,4.3151,6.2418,25.74,75,5.23,44,NG,1691066287
382,villa gesell,-37.2639,-56.973,7.81,61,3.06,3,AR,1691066288
383,belyy yar,53.6039,91.3903,27.94,51,2.0,0,RU,1691066288
384,paita,-5.0892,-81.1144,21.46,83,3.95,2,PE,1691066289
385,mejit,10.2753,170.8646,28.16,79,6.92,100,MH,1691066289
386,atlantic,39.4668,-74.6663,23.26,75,2.96,24,US,1691066289
387,pokhara,28.2333,83.9833,24.58,96,0.45,100,NP,1691066290
388,okhotsk,59.3833,143.3,14.86,57,5.33,100,RU,1691066290
389,miches,18.9836,-69.0476,26.11,76,2.62,23,DO,1691066290
390,isangel,-19.55,169.2667,21.63,85,13.23,100,VU,1691066290
391,pandaria,22.2333,81.4167,24.22,84,7.85,100,IN,1691066291
392,vizinga,61.0749,50.1031,23.96,61,1.31,100,RU,1691066291
393,khorixas,-20.3667,14.9667,28.84,16,8.17,0,NA,1691066291
394,luderitz,-26.6481,15.1594,20.52,35,5.92,95,NA,1691066292
395,berdigestyakh,62.0989,126.6992,15.15,62,1.58,22,RU,1691066292
396,shubarshi,48.5872,57.1869,32.49,23,6.41,36,KZ,1691066292
397,koksovyy,48.1967,40.5989,25.73,61,6.21,52,RU,1691066292
398,ban houayxay,20.2453,100.4547,23.66,97,0.42,90,LA,1691066292
399,errachidia,31.9275,-4.4285,38.03,8,6.69,0,MA,1691066293
400,sinfra,6.6167,-5.9167,25.55,87,2.08,92,CI,1691066293
401,sao jose da coroa grande,-8.8978,-35.1478,25.48,68,5.4,100,BR,1691066294
402,agadez,19.75,10.25,41.02,8,2.08,0,NE,1691066295
403,gemena,3.25,19.7667,26.32,90,1.1,100,CD,1691066295
404,shupiyan,33.7167,74.8333,23.15,77,0.51,45,IN,1691066295
405,sampit,-2.5333,112.95,24.88,85,1.9,0,ID,1691066295
406,gaozhou,21.9392,110.8461,27.19,89,2.03,100,CN,1691066296
407,east glenville,42.8945,-73.9279,19.86,83,4.63,75,US,1691066296
408,newman,37.3138,-121.0208,15.99,72,2.21,2,US,1691066296
409,baharly,38.4362,57.4316,42.53,9,6.98,2,TM,1691066297
410,rupert,42.6191,-113.6772,16.97,82,1.54,100,US,1691066297
411,brisas de zicatela,15.8369,-97.0419,25.55,88,3.06,100,MX,1691066298
412,timbuktu,16.7735,-3.0074,39.16,29,6.85,3,ML,1691066299
413,gulf shores,30.246,-87.7008,29.47,70,0.0,0,US,1691066299
414,manado,1.487,124.8455,27.43,78,2.06,20,ID,1691066300
415,abepura,-2.6333,140.5833,25.45,89,1.03,40,ID,1691066300
416,karratha,-20.7377,116.8463,21.99,78,3.06,0,AU,1691066300
417,benguela,-12.5763,13.4055,24.07,70,4.49,36,AO,1691066301
418,nar'yan-mar,67.6713,53.087,27.78,43,2.49,0,RU,1691066112
419,cam ranh,11.9214,109.1591,26.98,89,8.75,75,VN,1691066302
420,auki,-8.7676,160.7034,24.64,91,2.33,99,SB,1691066302
421,fort mcmurray,56.7268,-111.381,13.77,100,1.03,100,CA,1691066303
422,gutierrez zamora,20.45,-97.0833,24.67,88,1.92,100,MX,1691066303
423,laojunmiao,39.8333,97.7333,25.81,25,6.19,0,CN,1691066303
424,bubaque,11.2833,-15.8333,26.98,81,4.04,100,GW,1691066304
425,passos,-20.7189,-46.6097,24.29,29,0.39,0,BR,1691066304
426,horta,38.5333,-28.6333,25.8,76,6.69,20,PT,1691066304
427,burutu,5.3509,5.5076,27.82,66,5.06,100,NG,1691066304
428,tabas,33.5959,56.9244,42.12,8,5.14,0,IR,1691066305
429,leh,34.1667,77.5833,23.25,32,3.41,62,IN,1691066305
430,beaver dam,43.4578,-88.8373,21.93,73,0.89,0,US,1691066306
431,timimoun,29.2639,0.231,45.21,6,4.12,0,DZ,1691066306
432,polyarnyy,69.1989,33.4478,23.8,53,7.34,12,RU,1691066306
433,ebon,4.582,168.6964,28.57,73,3.38,29,MH,1691066307
434,ghat,24.9647,10.1728,41.19,10,4.22,2,LY,1691066307
435,naze,28.3667,129.4833,26.51,89,9.33,100,JP,1691066251
436,mezhdurechenskiy,59.6,65.9333,23.28,76,2.68,57,RU,1691066308
437,anadyr,64.75,177.4833,12.28,82,6.0,75,RU,1691066309
438,ocean city,39.2776,-74.5746,23.32,78,2.24,28,US,1691066309
439,port augusta,-32.5,137.7667,19.54,41,8.91,7,AU,1691066309
440,moissala,8.3404,17.7663,28.54,70,2.27,47,TD,1691066309
441,bonito,-21.1211,-56.4819,26.66,34,1.49,0,BR,1691066310
442,puerto baquerizo moreno,-0.9,-89.6,23.84,77,4.16,61,EC,1691066310
443,palikir - national government center,6.9248,158.1611,25.41,94,1.54,40,FM,1691066311
444,villamontes,-21.25,-63.5,15.69,77,0.0,0,BO,1691066311
445,la sarre,48.8002,-79.1996,14.78,96,4.15,100,CA,1691066311
446,recco,44.3623,9.1435,28.7,71,4.14,29,IT,1691066312
447,itoman,26.1247,127.6694,28.21,89,12.86,75,JP,1691066264
448,sabang,5.8933,95.3214,28.46,79,10.14,91,ID,1691066312
449,malone,44.8487,-74.2949,16.05,74,6.19,100,US,1691066313
450,cooma,-36.2333,149.1333,6.91,87,2.82,1,AU,1691066039
451,praia da vitoria,38.7333,-27.0667,26.53,73,6.28,40,PT,1691066313
452,palmer,42.1584,-72.3287,20.69,77,3.0,100,US,1691066314
453,thunder bay,48.4001,-89.3168,17.99,88,2.57,20,CA,1691066314
454,sai buri,6.7013,101.6168,27.7,77,2.31,93,TH,1691066315
455,kirakira,-10.4544,161.9205,25.06,91,4.28,45,SB,1691066315
456,lewistown,40.5992,-77.5714,19.89,100,0.93,71,US,1691066315
457,shingu,33.7333,135.9833,25.5,92,1.78,5,JP,1691066316
458,brandon,27.9378,-82.2859,28.31,89,2.06,0,US,1691066317
459,griffith,41.5284,-87.4237,23.3,94,0.0,0,US,1691066317
460,lionel town,17.8101,-77.2406,29.94,69,3.2,98,JM,1691066317
461,port-gentil,-0.7193,8.7815,26.98,65,3.6,40,GA,1691066318
462,acajutla,13.5928,-89.8275,26.88,79,1.33,71,SV,1691066318
463,as sulayyil,20.4607,45.5779,46.14,6,2.15,23,SA,1691066319
464,gorontalo,0.5412,123.0595,24.74,90,1.49,9,ID,1691066139
465,kribi,2.95,9.9167,26.36,74,5.04,38,CM,1691066319
466,juan de ayolas,-27.4,-56.9,24.51,51,3.73,0,PY,1691066319
467,cidreira,-30.1811,-50.2056,17.64,90,3.51,100,BR,1691066320
468,muli,2.9167,73.5667,28.56,67,1.73,52,MV,1691066320
469,nantucket,41.2835,-70.0995,23.03,79,2.57,0,US,1691066320
470,oum hadjer,13.2954,19.6966,34.76,38,1.36,99,TD,1691066321
471,carnarvon,-24.8667,113.6333,17.35,61,7.51,0,AU,1691066131
472,pangoa,-12.1167,-73.0,23.18,65,0.92,99,PE,1691066321
473,plymouth,41.8334,-70.8328,22.13,69,2.57,0,US,1691066321
474,shush,32.1942,48.2436,48.71,5,7.58,0,IR,1691066322
475,benjamin constant,-4.3831,-70.0311,22.07,88,2.57,75,BR,1691066322
476,lubango,-14.9172,13.4925,26.92,12,2.57,0,AO,1691066323
477,necochea,-38.5473,-58.7368,6.66,58,4.31,75,AR,1691066323
478,manismata,-2.4667,111.0333,25.09,85,1.82,71,ID,1691066323
479,atlantic beach,30.3344,-81.3987,29.47,81,2.57,20,US,1691066324
480,hancheng,32.5186,112.3522,28.72,75,3.19,50,CN,1691066324
481,mermoz boabab,14.7065,-17.4758,31.31,66,1.03,40,SN,1691066324
482,selfoss,63.9331,-20.9971,15.58,58,4.84,15,IS,1691066324
483,cabedelo,-6.9811,-34.8339,25.37,70,7.78,48,BR,1691066325
484,pollock pines,38.7613,-120.5866,15.25,80,2.2,0,US,1691066325
485,gaspe,48.8334,-64.4819,16.95,72,1.54,20,CA,1691066325
486,wattegama,6.7989,81.4808,30.54,51,6.23,33,LK,1691066325
487,bandarbeyla,9.4942,50.8122,31.76,46,12.06,55,SO,1691066326
488,safranbolu,41.2508,32.6942,32.29,28,3.69,0,TR,1691066326
489,ingeniero jacobacci,-41.3427,-69.5448,0.28,52,2.38,1,AR,1691066326
490,sao felix do xingu,-6.6447,-51.995,31.89,34,1.82,3,BR,1691066327
491,jaru,-10.4389,-62.4664,30.27,38,0.83,0,BR,1691066327
492,saldanha,-33.0117,17.9442,27.03,50,6.88,61,ZA,1691066328
493,bolands,17.0657,-61.8747,29.8,69,2.06,75,AG,1691066329
494,kushiro,42.975,144.3747,20.04,91,6.48,100,JP,1691066198
495,smirnykh,49.75,142.8333,12.75,97,0.72,100,RU,1691066329
496,chonchi,-42.6128,-73.8092,3.4,90,0.79,98,CL,1691066330
497,dukhovnitskoye,52.4828,48.2137,26.89,46,0.99,52,RU,1691066330
498,menaka,15.9182,2.4022,39.06,30,4.39,6,ML,1691066330
499,hilo,19.7297,-155.09,22.36,88,2.06,40,US,1691066331
500,linxia chengguanzhen,35.6003,103.2064,20.26,72,1.69,100,CN,1691066331
501,fuerte olimpo,-21.0415,-57.8738,30.85,24,2.65,0,PY,1691066332
502,corralillo,22.9819,-80.5856,28.68,75,2.78,7,CU,1691066332
503,san martin,-33.081,-68.4681,12.3,31,3.33,5,AR,1691066332
504,sudak,44.85,34.9667,26.39,63,2.4,39,UA,1691066333
505,rio grande,-32.035,-52.0986,15.06,71,5.81,83,BR,1691066333
506,roma,43.2128,-75.4557,19.79,70,4.12,40,US,1691066333
507,rio claro,-22.4114,-47.5614,24.43,36,0.8,0,BR,1691066333
508,bestobe,52.4994,73.0975,31.36,29,4.1,12,KZ,1691066334
509,umm kaddadah,13.6017,26.6876,33.98,37,4.13,99,SD,1691066334
510,cabo san lucas,22.8909,-109.9124,30.84,55,4.57,56,MX,1691066335
511,luanda,-8.8368,13.2343,27.0,57,1.03,8,AO,1691066166
512,kyjov,49.0102,17.1225,20.57,72,3.62,100,CZ,1691066335
513,nuku'alofa,-21.1333,-175.2,20.19,73,4.63,40,TO,1691066296
514,serenje,-13.2325,30.2352,20.49,37,4.47,47,ZM,1691066335
515,qui nhon,13.7667,109.2333,29.32,73,2.71,99,VN,1691066336
516,santa eularia des riu,38.9846,1.5341,31.95,66,4.63,20,ES,1691066336
517,matoury,4.8483,-52.3317,28.98,79,3.09,75,GF,1691066223
518,ouesso,1.6136,16.0517,22.42,96,1.12,100,CG,1691066337
519,inverell,-29.7833,151.1167,5.06,82,0.45,6,AU,1691066337
520,celestun,20.8667,-90.4,26.5,75,3.07,0,MX,1691066337
521,carutapera,-1.195,-46.02,28.92,68,3.56,72,BR,1691066337
522,kittila,67.6647,24.8936,21.08,64,6.69,20,FI,1691066337
523,maues,-3.3836,-57.7186,31.04,51,1.06,36,BR,1691066338
524,kralendijk,12.15,-68.2667,28.99,84,6.17,40,BQ,1691066338
525,popondetta,-8.7537,148.2534,22.21,88,1.33,69,PG,1691066338
526,waverly,42.7392,-84.6208,20.75,80,2.06,0,US,1691066339
527,dexter,36.7959,-89.9579,22.01,94,3.04,100,US,1691066339
528,snina,48.9886,22.151,25.74,59,3.73,100,SK,1691066339
529,trapani,37.8333,12.6667,35.71,38,3.09,0,IT,1691066340
530,navrongo,10.8956,-1.0921,32.76,50,4.35,59,GH,1691066340
531,tepalcatepec,19.1833,-102.85,22.42,96,0.21,52,MX,1691066341
532,santana,-0.0583,-51.1817,30.1,79,3.03,40,BR,1691066342
533,tarauaca,-8.1614,-70.7656,27.63,64,0.87,8,BR,1691066342
534,benghazi,32.1167,20.0667,29.84,57,5.76,0,LY,1691066343
535,stephenville,32.2207,-98.2023,27.15,66,2.57,0,US,1691066343
536,manay,7.215,126.5397,26.78,88,3.64,49,PH,1691066344
537,cabeza del buey,38.7223,-5.2195,31.33,13,4.51,0,ES,1691066344
538,iquique,-20.2208,-70.1431,18.02,64,0.99,23,CL,1691066210
539,waingapu,-9.6567,120.2641,23.66,85,4.01,0,ID,1691066344
540,cadillac,44.2519,-85.4012,20.44,82,0.0,0,US,1691066345
541,williamston,35.8546,-77.0555,21.17,57,1.94,100,US,1691066345
542,paka,4.6374,103.4368,27.96,83,1.03,100,MY,1691066345
543,the pas,53.8251,-101.2541,17.01,88,2.06,0,CA,1691066346
544,porbandar,21.6422,69.6093,27.75,82,9.71,100,IN,1691066346
545,sandersdorf,51.6333,12.2667,23.15,59,11.5,49,DE,1691066346
546,baoro,5.6667,15.9667,23.15,93,1.98,100,CF,1691066347
547,forster,-32.1667,152.5167,12.97,86,3.87,1,AU,1691066347
548,oranjemund,-28.55,16.4333,22.38,33,5.77,22,NA,1691066348
549,bibiani,6.4635,-2.3194,26.37,73,1.47,100,GH,1691066348
550,stanthorpe,-28.6667,151.95,9.12,96,2.64,1,AU,1691066349
551,tymovskoye,50.8456,142.655,10.88,97,1.36,53,RU,1691066350
552,bella vista,36.4295,-94.2316,29.71,73,3.6,0,US,1691066350
553,carolina beach,34.0352,-77.8936,23.92,83,3.27,98,US,1691066350
554,kolyshley,52.7005,44.5367,28.28,47,3.09,40,RU,1691066350
555,ust'-uda,54.1742,103.0304,21.79,48,1.83,100,RU,1691066351
556,at taj,24.2049,23.2857,41.58,8,4.24,0,LY,1691066351
557,ketchikan,55.3422,-131.6461,14.26,94,1.54,100,US,1691066352
558,tbilisskaya,45.3633,40.19,32.13,37,1.2,96,RU,1691066352
559,puerto armuelles,8.2833,-82.8667,27.83,70,1.34,4,PA,1691066352
560,lee acres,35.1487,-106.647,21.68,54,1.54,20,US,1691066353
561,taroa,8.7058,171.2275,28.18,78,5.88,19,MH,1691066353
562,sarmiento,-45.5882,-69.07,4.94,54,13.96,72,AR,1691066353
563,inhambane,-23.865,35.3833,22.99,64,8.23,40,MZ,1691066354
564,barra de santo antonio,-9.4047,-35.5072,25.6,70,5.24,98,BR,1691066354
565,bougouni,11.417,-7.479,28.71,62,2.84,100,ML,1691066354
566,manaure,11.7751,-72.4445,29.34,67,6.84,3,CO,1691066354
567,cavalaire-sur-mer,43.174,6.5272,32.53,35,1.34,16,FR,1691066355
568,tsevie,6.4261,1.2133,27.49,65,3.65,98,TG,1691066355
569,cold lake,54.4502,-110.2017,15.97,100,5.14,100,CA,1691066355
570,ewo,-0.8725,14.8206,34.59,34,1.53,79,CG,1691066355
571,trail,49.0998,-117.7022,14.1,51,1.61,0,CA,1691066355
572,princeville,45.7668,-61.2985,21.76,72,1.54,0,CA,1691066356
573,lincheng,19.9078,109.6858,26.87,88,4.96,91,CN,1691066356
574,mawlaik,23.6333,94.4167,26.01,97,0.4,100,MM,1691066356
575,biltine,14.5333,20.9167,34.31,38,2.95,18,TD,1691066356
576,zhijiang,30.4214,111.7533,28.66,76,2.63,2,CN,1691066111
577,ta`u,-14.2336,-169.5144,27.26,70,5.46,54,AS,1691066357
578,seven pagodas,12.6264,80.1722,36.03,72,5.49,73,IN,1691066358
579,boyolangu,-8.1181,111.8935,22.5,94,1.84,41,ID,1691066358
580,zhangatas,43.5667,69.75,34.6,13,4.72,0,KZ,1691066358
581,bei'an,24.5399,109.533,28.56,74,0.64,22,CN,1691066359
582,zambezi,-13.5432,23.1047,29.36,20,3.26,0,ZM,1691066359
